Vehicle ID,Model Code,OEM Model,OEM Variant,Custom Model,Custom Variant,Display Name,Segment,Sub Segment,Colour Code,Colour,Fuel,Seating,Wheels,Transmission,Drivetrain,Body Make,Body Type,CC,GVW,Permit,Taxi Price,Status
4727,AZ1096YGTTA4BA01WQ,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4728,AZ1096YGTTA4BA01SF,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4729,AZ1096YGTTA4BA01XJ,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4730,AZ1096YGTTA4BA01JD,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4731,AZ1096YGTTA4BA01RA,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5649,AZ1116YGTTA4GA01JD,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5680,AZ1116YGTTA4GA01SG,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5712,AZ1116YGTTA4GA01WQ,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5744,AZ1116YGTTA4GA01XJ,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,AUTOMATIC,RWD,SUV,Complete,2198,0,PRIVATE,,Active
218,AZ1036YJT2A4GA01WQ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
219,AZ1036YJT2A4GA01XH,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XH,NAPOLI BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
220,AZ1036YJT2A4GA01SF,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
221,AZ1036YJT2A4GA01RA,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
222,AZ1036YJT2A4GA01JD,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4546,AZ1036YJT2A4GA01XJ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4732,AZ1096YJT2A4GA01SF,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4733,AZ1096YJT2A4GA01SG,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4734,AZ1096YJT2A4GA01RA,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4735,AZ1096YJT2A4GA01XJ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4736,AZ1096YJT2A4GA01JD,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4737,AZ1096YJT2A4GA01WQ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5648,AZ1116YJT2A4GA01JD,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5679,AZ1116YJT2A4GA01SG,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5711,AZ1116YJT2A4GA01WQ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
5743,AZ1116YJT2A4GA01XJ,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
110,AZ1036YJT2A4BA01WQ,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
137,AZ1036YJT2A4BA01SF,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
161,AZ1036YJT2A4BA01RA,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
181,AZ1036YJT2A4BA01JD,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
283,AZ1036YJT2A4BA01XH,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XH,NAPOLI BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4547,AZ1036YJT2A4BA01XJ,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4738,AZ1096YJT2A4BA01JD,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4739,AZ1096YJT2A4BA01RA,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4740,AZ1096YJT2A4BA01SG,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4741,AZ1096YJT2A4BA01XJ,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4742,AZ1096YJT2A4BA01SF,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
4743,AZ1096YJT2A4BA01WQ,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,RWD,SUV,Complete,2198,0,PRIVATE,,Active
223,AZ1038YDT6A4GA01WQ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
224,AZ1038YDT6A4GA01XH,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XH,NAPOLI BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
225,AZ1038YDT6A4GA01SF,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
226,AZ1038YDT6A4GA01RA,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
227,AZ1038YDT6A4GA01JD,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4548,AZ1038YDT6A4GA01XJ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4744,AZ1098YDT6A4GA01JD,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4745,AZ1098YDT6A4GA01WQ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4746,AZ1098YDT6A4GA01SG,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4747,AZ1098YDT6A4GA01RA,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4748,AZ1098YDT6A4GA01XJ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4749,AZ1098YDT6A4GA01SF,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
5650,AZ1118YDT6A4GA01JD,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
5681,AZ1118YDT6A4GA01SG,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
5713,AZ1118YDT6A4GA01WQ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
5745,AZ1118YDT6A4GA01XJ,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR - E BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR - E BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
111,AZ1038YDT6A4BA01WQ,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
138,AZ1038YDT6A4BA01SF,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
162,AZ1038YDT6A4BA01RA,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
182,AZ1038YDT6A4BA01JD,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
284,AZ1038YDT6A4BA01XH,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XH,NAPOLI BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4549,AZ1038YDT6A4BA01XJ,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4750,AZ1098YDT6A4BA01SG,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SG,SG,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4751,AZ1098YDT6A4BA01JD,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4752,AZ1098YDT6A4BA01XJ,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XJ,STEALTH BLACK,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4753,AZ1098YDT6A4BA01RA,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4754,AZ1098YDT6A4BA01SF,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
4755,AZ1098YDT6A4BA01WQ,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 D MT 4WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 D MT 4WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,WQ,EVEREST WHITE,DIESEL,7,4,MANUAL,4WD,SUV,Complete,2198,0,PRIVATE,,Active
131,AZ1036ZDTTA4BA01XH,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 G AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,XH,NAPOLI BLACK,PETROL,7,4,AUTOMATIC,RWD,SUV,Complete,1997,0,PRIVATE,,Active
154,AZ1036ZDTTA4BA01SF,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 G AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,SF,DAZZLING SILVER,PETROL,7,4,AUTOMATIC,RWD,SUV,Complete,1997,0,PRIVATE,,Active
176,AZ1036ZDTTA4BA01RA,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 G AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,RA,RA,PETROL,7,4,AUTOMATIC,RWD,SUV,Complete,1997,0,PRIVATE,,Active
197,AZ1036ZDTTA4BA01JD,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N,Z4 G AT 2WD 7 STR BS6.2 - NEW,SCORPIO-N Z4 G AT 2WD 7 STR BS6.2 - NEW,PERSONAL,NON XUV,JD,DEEP FOREST,PETROL,7,4,AUTOMATIC,RWD,SUV,Complete,1997,0,PRIVATE,,Active
